STRESSOR_NAME,DATA_TYPE,CAS_RN,INCHIKEY_STANDARD...4,MANUAL_CHECK,CHEMICAL_ID,CHEMICAL_NAME,INCHIKEY_STANDARD...8,same_inchikey,Select_CHEMICAL_ID,Select_INCHIKEY,inchikey
Acenaften,Stressor,83-32-9,CWRYPZZKDGJXCA-UHFFFAOYSA-N  ,SAW,NA,NA,NA,FALSE,NA,CWRYPZZKDGJXCA-UHFFFAOYSA-N  ,CWRYPZZKDGJXCA-UHFFFAOYSA-N
Trifenylen,Stressor,217-59-4,SLGBZMMZGDRARJ-UHFFFAOYSA-N,SAW,NA,NA,NA,FALSE,NA,SLGBZMMZGDRARJ-UHFFFAOYSA-N,SLGBZMMZGDRARJ-UHFFFAOYSA-N
PCB123,Stressor,65510-44-3,YAHNWSSFXMVPOU-UHFFFAOYSA-N,SAW,NA,NA,NA,FALSE,NA,YAHNWSSFXMVPOU-UHFFFAOYSA-N,YAHNWSSFXMVPOU-UHFFFAOYSA-N
pp'-DDE,Stressor,72-55-9,UCNVFOCBFJOQAL-UHFFFAOYSA-N,SAW,NA,NA,NA,FALSE,NA,UCNVFOCBFJOQAL-UHFFFAOYSA-N,UCNVFOCBFJOQAL-UHFFFAOYSA-N
Monooktyltinn kation (MOT),Stressor,15231-57-9,ZMHZSHHZIKJFIR-UHFFFAOYSA-N,SAW,NA,NA,NA,FALSE,NA,ZMHZSHHZIKJFIR-UHFFFAOYSA-N,LLPCQLJBCNSIOH-UHFFFAOYSA-N
PCB81,Stressor,70362-50-4,BHWVLZJTVIYLIV-UHFFFAOYSA-N,SAW,NA,NA,NA,FALSE,NA,BHWVLZJTVIYLIV-UHFFFAOYSA-N,BHWVLZJTVIYLIV-UHFFFAOYSA-N
PBDE206,Stressor,68928-79-0,NA,SAW,NA,NA,NA,TRUE,NA,CYRHBNRLQMLULE-UHFFFAOYSA-N  ,NA
Trisykloheksyltinn kation (TCHT),Stressor,6056-50-4,RNVJQUPAEIQUTC-UHFFFAOYSA-N,SAW,NA,NA,NA,FALSE,NA,RNVJQUPAEIQUTC-UHFFFAOYSA-N,DVMXJURATKOOAG-UHFFFAOYSA-N
Benzo[ghi]perylen,Stressor,191-24-2,GYFAGKUZYNFMBN-UHFFFAOYSA-N,SAW,NA,NA,NA,FALSE,NA,GYFAGKUZYNFMBN-UHFFFAOYSA-N,GYFAGKUZYNFMBN-UHFFFAOYSA-N
Benzo[a]antracen,Stressor,56-55-3,DXBHBZVCASKNBY-UHFFFAOYSA-N,SAW,NA,NA,NA,FALSE,NA,DXBHBZVCASKNBY-UHFFFAOYSA-N,DXBHBZVCASKNBY-UHFFFAOYSA-N
Antracen,Stressor,120-12-7,MWPLVEDNUUSJAV-UHFFFAOYSA-N,SAW,NA,NA,NA,FALSE,NA,MWPLVEDNUUSJAV-UHFFFAOYSA-N,MWPLVEDNUUSJAV-UHFFFAOYSA-N
Mellomkjedete klorparafiner (C14-17),Stressor,85535-85-9,NA,SAW,NA,NA,NA,TRUE,NA,UNUODZXWGYJEJA-UHFFFAOYSA-N,NA
Perfluorundekanesulfonsyre (PFUnS),Stressor,749786-16-1,UKHUPOMCGUFNAP-UHFFFAOYSA-N,SAW,NA,NA,NA,FALSE,NA,UKHUPOMCGUFNAP-UHFFFAOYSA-N,NA
Heptaklor,Stressor,76-44-8,FRCCEHPWNOQAEU-UHFFFAOYSA-N,SAW,NA,NA,NA,FALSE,NA,FRCCEHPWNOQAEU-UHFFFAOYSA-N,FRCCEHPWNOQAEU-UHFFFAOYSA-N
Mineralolje,Stressor,8012-95-1,FFNDMZIBVDSQFI-UHFFFAOYSA-N,SAW,NA,NA,NA,FALSE,NA,FFNDMZIBVDSQFI-UHFFFAOYSA-N,NA
Propylenglykol,Stressor,57-55-6,DNIAPMSPPWPWGF-UHFFFAOYSA-N,SAW,NA,NA,NA,FALSE,NA,DNIAPMSPPWPWGF-UHFFFAOYSA-N,DNIAPMSPPWPWGF-UHFFFAOYSA-N
TCDD (D48),Stressor,1746-01-6,HGUFODBRKLSHSI-UHFFFAOYSA-N,SAW,NA,NA,NA,FALSE,NA,HGUFODBRKLSHSI-UHFFFAOYSA-N,HGUFODBRKLSHSI-UHFFFAOYSA-N
Sum PentaBDE,Stressor,32534-81-9,"WHPVYXDFIXRKLN-UHFFFAOYSA-N, ACRQLFSHISNWRY-UHFFFAOYSA-N",SAW,NA,NA,NA,FALSE,NA,"WHPVYXDFIXRKLN-UHFFFAOYSA-N, ACRQLFSHISNWRY-UHFFFAOYSA-N",WHPVYXDFIXRKLN-UHFFFAOYSA-N
PCB118,Stressor,31508-00-6,IUTPYMGCWINGEY-UHFFFAOYSA-N,SAW,NA,NA,NA,FALSE,NA,IUTPYMGCWINGEY-UHFFFAOYSA-N,IUTPYMGCWINGEY-UHFFFAOYSA-N
PCB169,Stressor,32774-16-6,ZHLICBPIXDOFFG-UHFFFAOYSA-N,SAW,NA,NA,NA,FALSE,NA,ZHLICBPIXDOFFG-UHFFFAOYSA-N,ZHLICBPIXDOFFG-UHFFFAOYSA-N
Tetrabrombisfenol A,Stressor,79-94-7,VEORPZCZECFIRK-UHFFFAOYSA-N,SAW,NA,NA,NA,FALSE,NA,VEORPZCZECFIRK-UHFFFAOYSA-N,VEORPZCZECFIRK-UHFFFAOYSA-N
Tri(2-etylhexyl) fosfat (TEHP),Stressor,78-42-2,GTVWRXDRKAHEAD-UHFFFAOYSA-N,SAW,NA,NA,NA,FALSE,NA,GTVWRXDRKAHEAD-UHFFFAOYSA-N,GTVWRXDRKAHEAD-UHFFFAOYSA-N
HxCDD (D66),Stressor,39227-28-6,WCYYQNSQJHPVMG-UHFFFAOYSA-N,SAW,NA,NA,NA,FALSE,NA,WCYYQNSQJHPVMG-UHFFFAOYSA-N,WCYYQNSQJHPVMG-UHFFFAOYSA-N
HxCDF (F118),Stressor,70648-26-9,LVYBAQIVPKCOEE-UHFFFAOYSA-N,SAW,NA,NA,NA,FALSE,NA,LVYBAQIVPKCOEE-UHFFFAOYSA-N,LVYBAQIVPKCOEE-UHFFFAOYSA-N
PeCDD (D54),Stressor,40321-76-4,FSPZPQQWDODWAU-UHFFFAOYSA-N,SAW,NA,NA,NA,FALSE,NA,FSPZPQQWDODWAU-UHFFFAOYSA-N,FSPZPQQWDODWAU-UHFFFAOYSA-N
PBDE99,Stressor,60348-60-9,WHPVYXDFIXRKLN-UHFFFAOYSA-N,SAW,NA,NA,NA,FALSE,NA,WHPVYXDFIXRKLN-UHFFFAOYSA-N,WHPVYXDFIXRKLN-UHFFFAOYSA-N
4-n-Nonylfenol,Stressor,104-40-5,IGFHQQFPSIBGKE-UHFFFAOYSA-N,SAW,NA,NA,NA,FALSE,NA,IGFHQQFPSIBGKE-UHFFFAOYSA-N,IGFHQQFPSIBGKE-UHFFFAOYSA-N
PeCDF (F114),Stressor,57117-31-4,OGBQILNBLMPPDP-UHFFFAOYSA-N,SAW,NA,NA,NA,FALSE,NA,OGBQILNBLMPPDP-UHFFFAOYSA-N,OGBQILNBLMPPDP-UHFFFAOYSA-N
PCB209,Stressor,2051-24-3,ONXPZLFXDMAPRO-UHFFFAOYSA-N,SAW,NA,NA,NA,FALSE,NA,ONXPZLFXDMAPRO-UHFFFAOYSA-N,ONXPZLFXDMAPRO-UHFFFAOYSA-N
Benzo[k]fluoranten,Stressor,207-08-9,HAXBIWFMXWRORI-UHFFFAOYSA-N,SAW,NA,NA,NA,FALSE,NA,HAXBIWFMXWRORI-UHFFFAOYSA-N,HAXBIWFMXWRORI-UHFFFAOYSA-N
PBDE153,Stressor,68631-49-2,RZXIRSKYBISPGF-UHFFFAOYSA-N,SAW,NA,NA,NA,FALSE,NA,RZXIRSKYBISPGF-UHFFFAOYSA-N,RZXIRSKYBISPGF-UHFFFAOYSA-N
PBDE28,Stressor,41318-75-6,UPNBETHEXPIWQX-UHFFFAOYSA-N,SAW,NA,NA,NA,FALSE,NA,UPNBETHEXPIWQX-UHFFFAOYSA-N,UPNBETHEXPIWQX-UHFFFAOYSA-N
Pyren,Stressor,129-00-0,BBEAQIROQSPTKN-UHFFFAOYSA-N,SAW,NA,NA,NA,FALSE,NA,BBEAQIROQSPTKN-UHFFFAOYSA-N,BBEAQIROQSPTKN-UHFFFAOYSA-N
Dibenzotiofen,Stressor,132-65-0,IYYZUPMFVPLQIF-UHFFFAOYSA-N,SAW,NA,NA,NA,FALSE,NA,IYYZUPMFVPLQIF-UHFFFAOYSA-N,IYYZUPMFVPLQIF-UHFFFAOYSA-N
Dibutyltinn kation (DBT),Stressor,878794-24-2,NA,SAW,NA,NA,NA,TRUE,NA,NA,NA
PCB180,Stressor,35065-29-3,WBHQEUPUMONIKF-UHFFFAOYSA-N,SAW,NA,NA,NA,FALSE,NA,WBHQEUPUMONIKF-UHFFFAOYSA-N,WBHQEUPUMONIKF-UHFFFAOYSA-N
4-tert-Oktylfenol,Stressor,140-66-9,ISAVYTVYFVQUDY-UHFFFAOYSA-N,SAW,NA,NA,NA,FALSE,NA,ISAVYTVYFVQUDY-UHFFFAOYSA-N,ISAVYTVYFVQUDY-UHFFFAOYSA-N
PCB77,Stressor,32598-13-3,UQMGJOKDKOLIDP-UHFFFAOYSA-N,SAW,NA,NA,NA,FALSE,NA,UQMGJOKDKOLIDP-UHFFFAOYSA-N,UQMGJOKDKOLIDP-UHFFFAOYSA-N
OCDD (D75),Stressor,3268-87-9,FOIBFBMSLDGNHL-UHFFFAOYSA-N,SAW,NA,NA,NA,FALSE,NA,FOIBFBMSLDGNHL-UHFFFAOYSA-N,FOIBFBMSLDGNHL-UHFFFAOYSA-N
Fluoranten,Stressor,206-44-0,GVEPBJHOBDJJJI-UHFFFAOYSA-N,SAW,NA,NA,NA,FALSE,NA,GVEPBJHOBDJJJI-UHFFFAOYSA-N,GVEPBJHOBDJJJI-UHFFFAOYSA-N
HxCDF (F130),Stressor,60851-34-5,XTAHLACQOVXINQ-UHFFFAOYSA-N,SAW,NA,NA,NA,FALSE,NA,XTAHLACQOVXINQ-UHFFFAOYSA-N,XTAHLACQOVXINQ-UHFFFAOYSA-N
pp'-DDD,Stressor,72-54-8,AHJKRLASYNVKDZ-UHFFFAOYSA-N,SAW,NA,NA,NA,FALSE,NA,AHJKRLASYNVKDZ-UHFFFAOYSA-N,AHJKRLASYNVKDZ-UHFFFAOYSA-N
Naftalen,Stressor,91-20-3,UFWIBTONFRDIAS-UHFFFAOYSA-N,SAW,NA,NA,NA,FALSE,NA,UFWIBTONFRDIAS-UHFFFAOYSA-N,UFWIBTONFRDIAS-UHFFFAOYSA-N
Bis(2-etylheksyl)ftalat,Stressor,117-81-7,BJQHLKABXJIVAM-UHFFFAOYSA-N,SAW,NA,NA,NA,FALSE,NA,BJQHLKABXJIVAM-UHFFFAOYSA-N,BJQHLKABXJIVAM-UHFFFAOYSA-N
Xylen (sum alle isomerer),Stressor,1330-20-7,"CTQNGGLPUBDAKN-UHFFFAOYSA-N, IVSZLXZYQVIEFR-UHFFFAOYSA-N, MVZVDAGWAAZJPE-UHFFFAOYSA-N, URLKBWYHVLBVBO-UHFFFAOYSA-N",SAW,NA,NA,NA,FALSE,NA,"CTQNGGLPUBDAKN-UHFFFAOYSA-N, IVSZLXZYQVIEFR-UHFFFAOYSA-N, MVZVDAGWAAZJPE-UHFFFAOYSA-N, URLKBWYHVLBVBO-UHFFFAOYSA-N",CTQNGGLPUBDAKN-UHFFFAOYSA-N
Pentaklorfenol,Stressor,87-86-5,IZUPBVBPLAPZRR-UHFFFAOYSA-N,SAW,NA,NA,NA,FALSE,NA,IZUPBVBPLAPZRR-UHFFFAOYSA-N,IZUPBVBPLAPZRR-UHFFFAOYSA-N
PCB114,Stressor,74472-37-0,SXZSFWHOSHAKMN-UHFFFAOYSA-N,SAW,NA,NA,NA,FALSE,NA,SXZSFWHOSHAKMN-UHFFFAOYSA-N,SXZSFWHOSHAKMN-UHFFFAOYSA-N
Pentaklorbenzen,Stressor,608-93-5,CEOCDNVZRAIOQZ-UHFFFAOYSA-N,SAW,NA,NA,NA,FALSE,NA,CEOCDNVZRAIOQZ-UHFFFAOYSA-N,CEOCDNVZRAIOQZ-UHFFFAOYSA-N
1-metylfenantren,Stressor,832-69-9,DOWJXOHBNXRUOD-UHFFFAOYSA-N,SAW,NA,NA,NA,FALSE,NA,DOWJXOHBNXRUOD-UHFFFAOYSA-N,DOWJXOHBNXRUOD-UHFFFAOYSA-N
Dioktyltinn kation (DOT),Stressor,15231-44-4,IFYGUNVJGWHEBO-UHFFFAOYSA-N,SAW,NA,NA,NA,FALSE,NA,IFYGUNVJGWHEBO-UHFFFAOYSA-N,IFYGUNVJGWHEBO-UHFFFAOYSA-N
Crysen,Stressor,218-01-9,WDECIBYCCFPHNR-UHFFFAOYSA-N,SAW,NA,NA,NA,FALSE,NA,WDECIBYCCFPHNR-UHFFFAOYSA-N,WDECIBYCCFPHNR-UHFFFAOYSA-N
Gløderest,Quality parameter,NA,NA,SAW,NA,NA,NA,TRUE,NA,NA,NA
BTEX,Stressor,NA,NA,SAW,NA,NA,NA,TRUE,NA,NA,NA
pH,Quality parameter,NA,NA,SAW,NA,NA,NA,TRUE,NA,NA,NA
Sum alifatiske hydrokarboner >C5-C8,Stressor,NA,NA,SAW,NA,NA,NA,TRUE,NA,NA,NA
Sum alifatiske og aromatiske hydrokarboner,Stressor,NA,NA,SAW,NA,NA,NA,TRUE,NA,NA,NA
Sum alifatiske og aromatiske hydrokarboner >C10-C12,Stressor,NA,NA,SAW,NA,NA,NA,TRUE,NA,NA,NA
Sum alifatiske og aromatiske hydrokarboner >C10-C40,Stressor,NA,NA,SAW,NA,NA,NA,TRUE,NA,NA,NA
Sum alifatiske og aromatiske hydrokarboner >C12-C16,Stressor,NA,NA,SAW,NA,NA,NA,TRUE,NA,NA,NA
Sum alifatiske og aromatiske hydrokarboner >C12-C35,Stressor,NA,NA,SAW,NA,NA,NA,TRUE,NA,NA,NA
Sum alifatiske og aromatiske hydrokarboner >C16-C35,Stressor,NA,NA,SAW,NA,NA,NA,TRUE,NA,NA,NA
Sum alifatiske og aromatiske hydrokarboner >C35-C40,Stressor,NA,NA,SAW,NA,NA,NA,TRUE,NA,NA,NA
Sum alifatiske og aromatiske hydrokarboner >C5-C35,Stressor,NA,NA,SAW,NA,NA,NA,TRUE,NA,NA,NA
Sum alifatiske og aromatiske hydrokarboner >C8-C10,Stressor,NA,NA,SAW,NA,NA,NA,TRUE,NA,NA,NA
"Sum Benzo[b,j,k]fluoranten",Stressor,NA,NA,SAW,NA,NA,NA,TRUE,NA,NA,NA
"Sum Benzo[b,j]fluoranten",Stressor,NA,NA,SAW,NA,NA,NA,TRUE,NA,NA,NA
Sum Crysen og Trifenylen,Stressor,NA,NA,SAW,NA,NA,NA,TRUE,NA,NA,NA
"Sum Dibenzo[a,c/a,h]antracen",Stressor,NA,NA,SAW,NA,NA,NA,TRUE,NA,NA,NA
Sum karsinogene PAH,Stressor,NA,NA,SAW,NA,NA,NA,TRUE,NA,NA,NA
Sum m- og p-Xylen,Stressor,NA,NA,SAW,NA,NA,NA,TRUE,NA,NA,NA
Sum PAH (må spesifiseres),Stressor,NA,NA,SAW,NA,NA,NA,TRUE,NA,NA,NA
Sum PAH16 (USEPA),Stressor,NA,NA,SAW,NA,NA,NA,TRUE,NA,NA,NA
Sum PBDE (må spesifiseres),Stressor,NA,NA,SAW,NA,NA,NA,TRUE,NA,NA,NA
Sum PCB7,Stressor,NA,NA,SAW,NA,NA,NA,TRUE,NA,NA,NA
Sum PFAS (må spesifiseres),Stressor,NA,NA,SAW,NA,NA,NA,TRUE,NA,NA,NA
Suspendert tørrstoff,Quality parameter,NA,NA,SAW,NA,NA,NA,TRUE,NA,NA,NA
Total gløderest,Quality parameter,NA,NA,SAW,NA,NA,NA,TRUE,NA,NA,NA
Totalnitrogen,Quality parameter,NA,NA,SAW,NA,NA,NA,TRUE,NA,NA,NA
Totalt organisk karbon (TOC),Quality parameter,NA,NA,SAW,NA,NA,NA,TRUE,NA,NA,NA
Turbiditet,Quality parameter,NA,NA,SAW,NA,NA,NA,TRUE,NA,NA,NA
Vannføring,Quality parameter,NA,NA,SAW,NA,NA,NA,TRUE,NA,NA,NA
Individantall limnisk/lotisk bunnfauna (takson) per innsatsenhet,Quality parameter,NA,NA,SAW,NA,NA,NA,TRUE,NA,NA,NA
Konduktivitet,Quality parameter,NA,NA,SAW,NA,NA,NA,TRUE,NA,NA,NA
Lengde enkeltindivid fisk (art),Quality parameter,NA,NA,SAW,NA,NA,NA,TRUE,NA,NA,NA
PBDE49+71,Stressor,NA,NA,SAW,NA,NA,NA,TRUE,NA,NA,NA
PCB126,Stressor,57465-28-8,REHONNLQRWTIFF-UHFFFAOYSA-N,SAW,NA,NA,NA,FALSE,NA,REHONNLQRWTIFF-UHFFFAOYSA-N,REHONNLQRWTIFF-UHFFFAOYSA-N
Benzo[e]pyren,Stressor,192-97-2,TXVHTIQJNYSSKO-UHFFFAOYSA-N,SAW,NA,NA,NA,FALSE,NA,TXVHTIQJNYSSKO-UHFFFAOYSA-N,TXVHTIQJNYSSKO-UHFFFAOYSA-N
Monofenyltinn kation (MPhT),Stressor,2406-68-0,JDWJZEXJARCHAT-UHFFFAOYSA-N,SAW,NA,NA,NA,FALSE,NA,JDWJZEXJARCHAT-UHFFFAOYSA-N,ODOPKAJVFRHHGM-UHFFFAOYSA-N
2-metylfenantren,Stressor,2531-84-2,KANLOADZXMMCQA-UHFFFAOYSA-N,SAW,NA,NA,NA,FALSE,NA,KANLOADZXMMCQA-UHFFFAOYSA-N,KANLOADZXMMCQA-UHFFFAOYSA-N
Benzo[b]fluoranten,Stressor,205-99-2,FTOVXSOBNPWTSH-UHFFFAOYSA-N,SAW,NA,NA,NA,FALSE,NA,FTOVXSOBNPWTSH-UHFFFAOYSA-N,FTOVXSOBNPWTSH-UHFFFAOYSA-N
Etylbenzen,Stressor,100-41-4,YNQLUTRBYVCPMQ-UHFFFAOYSA-N,SAW,NA,NA,NA,FALSE,NA,YNQLUTRBYVCPMQ-UHFFFAOYSA-N,YNQLUTRBYVCPMQ-UHFFFAOYSA-N
Fluoren,Stressor,86-73-7,NIHNNTQXNPWCJQ-UHFFFAOYSA-N,SAW,NA,NA,NA,FALSE,NA,NIHNNTQXNPWCJQ-UHFFFAOYSA-N,NIHNNTQXNPWCJQ-UHFFFAOYSA-N
Benzen,Stressor,71-43-2,UHOVQNZJYSORNB-UHFFFAOYSA-N,SAW,NA,NA,NA,FALSE,NA,UHOVQNZJYSORNB-UHFFFAOYSA-N,UHOVQNZJYSORNB-UHFFFAOYSA-N
Perfluortridekansulfonsyre (PFTrS),Stressor,791563-89-8,JMIXTHMPTMXARZ-UHFFFAOYSA-N,SAW,NA,NA,NA,FALSE,NA,JMIXTHMPTMXARZ-UHFFFAOYSA-N,NA
PCB156,Stressor,38380-08-4,LCXMEXLGMKFLQO-UHFFFAOYSA-N,SAW,NA,NA,NA,FALSE,NA,LCXMEXLGMKFLQO-UHFFFAOYSA-N,LCXMEXLGMKFLQO-UHFFFAOYSA-N
Benzo[a]pyren,Stressor,50-32-8,FMMWHPNWAFZXNH-UHFFFAOYSA-N,SAW,NA,NA,NA,FALSE,NA,FMMWHPNWAFZXNH-UHFFFAOYSA-N,FMMWHPNWAFZXNH-UHFFFAOYSA-N
HxCDF (F121),Stressor,57117-44-9,JEYJJJXOFWNEHN-UHFFFAOYSA-N,SAW,NA,NA,NA,FALSE,NA,JEYJJJXOFWNEHN-UHFFFAOYSA-N,JEYJJJXOFWNEHN-UHFFFAOYSA-N
"2,6-dimetylnaftalen",Stressor,581-42-0,YGYNBBAUIYTWBF-UHFFFAOYSA-N,SAW,NA,NA,NA,FALSE,NA,YGYNBBAUIYTWBF-UHFFFAOYSA-N,YGYNBBAUIYTWBF-UHFFFAOYSA-N
Biotilgjengelig bly,Stressor,PB_BIO,NA,SAW,NA,NA,NA,TRUE,NA,NA,NA
Difenyltinn kation (DPhT),Stressor,53675-52-8,NA,SAW,NA,NA,NA,TRUE,NA,NA,NA
Toluen,Stressor,108-88-3,YXFVVABEGXRONW-UHFFFAOYSA-N,SAW,NA,NA,NA,FALSE,NA,YXFVVABEGXRONW-UHFFFAOYSA-N,YXFVVABEGXRONW-UHFFFAOYSA-N
Trifenylfosfat (TPhP),Stressor,115-86-6,XZZNDPSIHUTMOC-UHFFFAOYSA-N,SAW,NA,NA,NA,FALSE,NA,XZZNDPSIHUTMOC-UHFFFAOYSA-N,XZZNDPSIHUTMOC-UHFFFAOYSA-N
2-metylnaftalen,Stressor,91-57-6,QIMMUPPBPVKWKM-UHFFFAOYSA-N,SAW,NA,NA,NA,FALSE,NA,QIMMUPPBPVKWKM-UHFFFAOYSA-N,QIMMUPPBPVKWKM-UHFFFAOYSA-N
Benzo[j]fluoranten,Stressor,205-82-3,KHNYNFUTFKJLDD-UHFFFAOYSA-N,SAW,NA,NA,NA,FALSE,NA,KHNYNFUTFKJLDD-UHFFFAOYSA-N,KHNYNFUTFKJLDD-UHFFFAOYSA-N
Fenantren,Stressor,85-01-8,YNPNZTXNASCQKK-UHFFFAOYSA-N,SAW,NA,NA,NA,FALSE,NA,YNPNZTXNASCQKK-UHFFFAOYSA-N,YNPNZTXNASCQKK-UHFFFAOYSA-N
PCB52,Stressor,35693-99-3,HCWZEPKLWVAEOV-UHFFFAOYSA-N,SAW,NA,NA,NA,FALSE,NA,HCWZEPKLWVAEOV-UHFFFAOYSA-N,HCWZEPKLWVAEOV-UHFFFAOYSA-N
PBDE47,Stressor,5436-43-1,XYBSIYMGXVUVGY-UHFFFAOYSA-N,SAW,NA,NA,NA,FALSE,NA,XYBSIYMGXVUVGY-UHFFFAOYSA-N,XYBSIYMGXVUVGY-UHFFFAOYSA-N
PeCDF (F94),Stressor,57117-41-6,SBMIVUVRFPGOEB-UHFFFAOYSA-N,SAW,NA,NA,NA,FALSE,NA,SBMIVUVRFPGOEB-UHFFFAOYSA-N,SBMIVUVRFPGOEB-UHFFFAOYSA-N
PCB167,Stressor,52663-72-6,AZXHAWRMEPZSSV-UHFFFAOYSA-N,SAW,NA,NA,NA,FALSE,NA,AZXHAWRMEPZSSV-UHFFFAOYSA-N,AZXHAWRMEPZSSV-UHFFFAOYSA-N
Monobutyltinn kation (MBT),Stressor,78733-54-9,NA,SAW,NA,NA,NA,TRUE,NA,NA,NA
"Dibenzo[a,h]antracen",Stressor,53-70-3,LHRCREOYAASXPZ-UHFFFAOYSA-N,SAW,NA,NA,NA,FALSE,NA,LHRCREOYAASXPZ-UHFFFAOYSA-N,LHRCREOYAASXPZ-UHFFFAOYSA-N
PCB157,Stressor,69782-90-7,YTWXDQVNPCIEOX-UHFFFAOYSA-N,SAW,NA,NA,NA,FALSE,NA,YTWXDQVNPCIEOX-UHFFFAOYSA-N,YTWXDQVNPCIEOX-UHFFFAOYSA-N
op'-DDD,Stressor,53-19-0,JWBOIMRXGHLCPP-UHFFFAOYSA-N,SAW,NA,NA,NA,FALSE,NA,JWBOIMRXGHLCPP-UHFFFAOYSA-N,JWBOIMRXGHLCPP-UHFFFAOYSA-N
2-Etylhexyldifenylfosfat (EHDPP),Stressor,1241-94-7,CGSLYBDCEGBZCG-UHFFFAOYSA-N,SAW,NA,NA,NA,FALSE,NA,CGSLYBDCEGBZCG-UHFFFAOYSA-N,CGSLYBDCEGBZCG-UHFFFAOYSA-N
Heksaklorbenzen,Stressor,118-74-1,CKAPSXZOOQJIBF-UHFFFAOYSA-N,SAW,NA,NA,NA,FALSE,NA,CKAPSXZOOQJIBF-UHFFFAOYSA-N,CKAPSXZOOQJIBF-UHFFFAOYSA-N
PBDE209,Stressor,1163-19-5,WHHGLZMJPXIBIX-UHFFFAOYSA-N,SAW,NA,NA,NA,FALSE,NA,WHHGLZMJPXIBIX-UHFFFAOYSA-N,WHHGLZMJPXIBIX-UHFFFAOYSA-N
PBDE183,Stressor,207122-16-5,ILPSCQCLBHQUEM-UHFFFAOYSA-N,SAW,NA,NA,NA,FALSE,NA,ILPSCQCLBHQUEM-UHFFFAOYSA-N,ILPSCQCLBHQUEM-UHFFFAOYSA-N
Acenaftylen,Stressor,208-96-8,HXGDTGSAIMULJN-UHFFFAOYSA-N,SAW,NA,NA,NA,FALSE,NA,HXGDTGSAIMULJN-UHFFFAOYSA-N,HXGDTGSAIMULJN-UHFFFAOYSA-N
"Indeno[1,2,3-cd]pyren",Stressor,193-39-5,SXQBHARYMNFBPS-UHFFFAOYSA-N,SAW,NA,NA,NA,FALSE,NA,SXQBHARYMNFBPS-UHFFFAOYSA-N,SXQBHARYMNFBPS-UHFFFAOYSA-N
op'-DDT,Stressor,789-02-6,CVUGPAFCQJIYDT-UHFFFAOYSA-N,SAW,NA,NA,NA,FALSE,NA,CVUGPAFCQJIYDT-UHFFFAOYSA-N,CVUGPAFCQJIYDT-UHFFFAOYSA-N
pp'-DDT,Stressor,50-29-3,YVGGHNCTFXOJCH-UHFFFAOYSA-N,SAW,NA,NA,NA,FALSE,NA,YVGGHNCTFXOJCH-UHFFFAOYSA-N,YVGGHNCTFXOJCH-UHFFFAOYSA-N
TCDF (F83),Stressor,51207-31-9,KSMVNVHUTQZITP-UHFFFAOYSA-N,SAW,NA,NA,NA,FALSE,NA,KSMVNVHUTQZITP-UHFFFAOYSA-N,KSMVNVHUTQZITP-UHFFFAOYSA-N
a-HCH,Stressor,319-84-6,JLYXXMFPNIAWKQ-UHFFFAOYSA-N,SAW,NA,NA,NA,FALSE,NA,JLYXXMFPNIAWKQ-UHFFFAOYSA-N,JLYXXMFPNIAWKQ-LKPKBOIGSA-N
Benzotiazol-2-sulfonsyre,Stressor,941-57-1,ZCXGMSGCBDSEOY-UHFFFAOYSA-N,NA,16,2-benzothiazolsulfonic acid,ZCXGMSGCBDSEOY-UHFFFAOYSA-N,TRUE,16,ZCXGMSGCBDSEOY-UHFFFAOYSA-N,ZCXGMSGCBDSEOY-UHFFFAOYSA-N
3-iod-2-propynylbutylkarbamat,Stressor,55406-53-6,WYVVKGNFXHOCQV-UHFFFAOYSA-N,NA,30,iodopropynyl butylcarbamate,WYVVKGNFXHOCQV-UHFFFAOYSA-N,TRUE,30,WYVVKGNFXHOCQV-UHFFFAOYSA-N,WYVVKGNFXHOCQV-UHFFFAOYSA-N
Diklorvos,Stressor,62-73-7,NA,NA,214,dichlorvos,OEBRKCOSUFCWJD-UHFFFAOYSA-N,FALSE,214,OEBRKCOSUFCWJD-UHFFFAOYSA-N,OEBRKCOSUFCWJD-UHFFFAOYSA-N
Cetrimonium,Stressor,6899-10-1,NA,NA,305,cetrimonium,RLGQACBPNDBWTB-UHFFFAOYSA-N,FALSE,305,RLGQACBPNDBWTB-UHFFFAOYSA-N,RLGQACBPNDBWTB-UHFFFAOYSA-N
"N,N-Dimetyldecylamin N-oksid",Stressor,2605-79-0,ZRKZFNZPJKEWPC-UHFFFAOYSA-N,NA,398,decylamine oxide,ZRKZFNZPJKEWPC-UHFFFAOYSA-N,TRUE,398,ZRKZFNZPJKEWPC-UHFFFAOYSA-N,ZRKZFNZPJKEWPC-UHFFFAOYSA-N
"N,N-Dimetyldodecylamin N-oksid",Stressor,1643-20-5,SYELZBGXAIXKHU-UHFFFAOYSA-N,NA,399,"N,N-dimethyldodecan-1-amine oxide",SYELZBGXAIXKHU-UHFFFAOYSA-N,TRUE,399,SYELZBGXAIXKHU-UHFFFAOYSA-N,SYELZBGXAIXKHU-UHFFFAOYSA-N
Sukralose,Stressor,56038-13-2,NA,NA,559,sucralose,BAQAVOSOZGMPRM-QBMZZYIRSA-N,FALSE,559,BAQAVOSOZGMPRM-QBMZZYIRSA-N,BAQAVOSOZGMPRM-QBMZZYIRSA-N
